scientificName
Ababesmya karelia
Ceratoscopelus maderensis
Ceratosmia lignaria
Ceratosmicra molesta
Ceratosoma fasciata
Ceratosphaeria langalis
Ceratostoma aeruginosa
Ceratostoma clavariae
Ceratostoma operculata
Ceratostoma sperculata
Ceratostoma tinctorium
Ceratostoma valsoideum
Ceratostoma vercecinum
Ceratostomella saepincola
Ceratostomella sphaerincola
Ceratothrips vesicolor
Ceratozamia mexicana
Cercaria acanthicocystis
Cercaria acanthocotyleda
Cercaria acanthostoma
Cercaria adranocerca
Cercaria anchoroides
Cercaria asymmetrica
Cercaria aurora
Cercaria batillariae
Cercaria buccini
Cercaria candelabra
Cercaria catatonki
Cercaria catenata
Cercaria coelacerca
Cercaria complexa
Cercaria crenata
Cercaria elachiocotyle
Cercariaeum hephroplexis
Cercaria frondosa
Cercaria fulvoculata
Cercaria gladii
Cercaria gracillima
Cercaria hosoumininae
Cercaria inpacuadaxa
Cercaria lampsilae
Cercaria loessi
Cercaria neptuneae
Cercaria noblei
Cercaria parvoculata
Cercaria pekinensis
Cercaria purpurae
Cercaria quadraspinis
Cercaria raiacauda
Cercaria rhabdocoeca
Cercaria secobii
Cerceris astarte
Cerceris canadensis
Cerceris carinalis
Cerceris compar
Cerceris echo
Cerceris eryngii
Cerceris flavicornis
Cerceris frontata
Cerceris fulvipes
Cerceris fumipennis
Cerceris hortivaga
Cerceris insolita
Cerceris kennicottii
Cerceris nenicra
Cerceris raui
Cerceris robertsonii
Cerceris rufinoda
Cerceris rybiensis
Cerceris sabulosa
Cerceris sp
Cerchysiella clavata
Cerchysiella raddeii
Cercidium praecox
Cercidium sp
Cercidium spp
Cercidospora mutabilicola
Cercinia sativa
Cercocarpus betulaefolius
Cercocarpus hermosa
Cercocarpus parvifolius
Cercocarpus sp
Cercocebus aterrimus
Cercocebus collaris
Cercopithecus oedipus
Cercopithecus pygargaeus
Cercopithecus sabaeus
Cercopithecus ursulus
Cercorchis auridistomi
Cercorchis bairdi
Cercorchis medius
Cercorchis necturi
Cercorchis reelfooti
Cercoseptoria carpinea
Cercospora aculato
Cercospora alabamae
Cercospora arunci
Cercospora chacachacarensis
Cercospora clavisporum
Cercospora compositorum
Cercospora demetrumera
Cercospora depazeaeformis
Cercospora elliottiae
Cercospora glandulifolia
Cercospora hautaucae
Cercospora helleri
Cercospora hondurensis
Cercospora jaquiminianae
Cercospora latus
Cercospora lespedey
Cercospora manihoticola
Cercospora nigrae
Cercospora nymphaea
Cercospora nympheae
Cercospora oleraceus
Cercospora ontariensis
Cercospora panamaensis
Cercospora pennsylvanica
Cercospora punctulata
Cercospora rhunia
Cercospora sarraceniae
Cercospora seticulara
Cercospora strogrises
Cercospora swieteniae
Cercospora tiarellae
Cercosporella beticola
Cercosporella capsellae
Cercosporella coronata
Cercosporella desmodii
Cercosporella euphorbiae
Cercosporella howittii
Cercosporella lythracearum
Cercosporella malvacearum
Cercosporella paspali
Cercosporella subaulata
Cercosporella tenuis
Cercosporella thalictri
Cercosporina janata
Cercyonis alope
Cercyon larvae
Cerdia pentandra
Cerdocyon microtis
Cerebella saccharoides
Cerebella vagaues
Cerebella vagaus
Ceresa borealis
Ceresa brevitylus
Ceresa taurina
Cereus formosus
Ceria abbreviata
Cerinomyces timagamensis
Ceriodaphnia pulchella
Cerioides conopoides
Ceriomyces dryadeus
Ceriops tagal
Ceriporiopsis metamorphosa
Cerithium litharium
Cerithium sp
Cerocarpus sp
Cerococcidae unspecified
Ceromasia senilis
Ceropales bipunctata
Ceropales elegans
Ceropales fraterna
Ceropales fulvipes
Ceropales ligea
Ceropales robinsonii
Ceroplastes actiniformis
Ceroplastes africanus
Ceroplastes albolineatus
Ceroplastes angolensis
Ceroplastes ceriferus
Ceroplastes cirripediformis
Ceroplastes cistudiformis
Ceroplastes floridanum
Ceroplastes floridensis
Ceroplastes irregularis
Ceroplastes nakaharai
Ceroplastes parkinsonia
Ceroplastes rubens
Ceroplastes rusci
Ceroplastes senegalensis
Ceroplastes stellifer
Ceropria anthracina
Ceropria romandi
Ceroptres quercuspisum
Ceroputo nulliporus
Cerostoma coriacellum
Cerotelium byttneriae
Cerotelium clerodendri
Cerotelium diospyri
Cerotelium ebohii
Cerotelium flacourtiae
Cerotelium indica
Cerotelium moricola
Cerotelium musae
Cerotelium urticastri
Cerotoma caminea
Cerrenella unicolor
Cerroneuroterus minutulus
Cerroneuroterus obtectus
Certhiaxis subcristata
Cerura cinerea
Cerura occidentalis
Cervidae carcass
Cervus americanus
Cervus canadensis
Cervus macrotis
Cervus mariannus
Cervus tussa
Ceryle alcyon
Cestoda braziliense
Cestoda cophixali
Cestracion zygaena
Cestracolpa cypseluri
Cestracolpa yamagutii
Cestrum corymbosum
Cestrum diurndia
Cestrum junimum
Cestrum occidentale
Cestrum parqui
Cestrum purpureum
Cestrum sp
Cestrum warscewiezii
Cetacean blubber
Cetejus punctithorax
Ceuthocarpon brunellae
Ceuthosphodrus oblongus
Ceuthospora ilicis
Ceuthospora rhoina
Ceylonocotyle gigantopharynx
Ceylonocotyle scoliocoelium
Ceylonocotyle streptocoelium
Ceylonotrema colombensis
Ceyxia atuberculata
Ceyxia laminata
Ceyxia laticlipeata
Ceyxia perparva
Ceyxia villosa
Chaceia ovoidea
Chadisra uncifera
Chaenactis sp
Chaenobryttus coronavius
Chaenocarpus setiformis
Chaenolobus undulatus
Chaenomeles japonica
Chaenomeles lagenaria
Chaenothecopsis dibbleandersoniarum
Chaerephon plicata
Chaerophyllum macropus
Chaerophyllum temulentum
Chaetocalyx subulatus
Chaetoceros decipiens
Chaetoceros viridis
Chaetochloa mulitseta
Chaetochloa multiseta
Chaetochloa mutiseta
Chaetochloa paniculifera
Chaetocnema bicolorata
Chaetodiplodia aragali
Chaetodipterus elongatus
Chaetodon auripes
Chaetodon decussatus
Chaetodon dolosus
Chaetodon fremblii
Chaetodon guentheri
Chaetodon madagaskariensis
Chaetodon multicinctus
Chaetodon paucifasciatus
Chaetodon pelewensis
Chaetodon quadrimaculatus
Chaetodon wiebeli
Chaetodon zanzibarensis
Chaetomastia pilosella
Chaetomella fraxinus
Chaetomella rhizophila
Chaetomium arnium
Chaetomium chennaiense
Chaetomium funiculisum
Chaetomium lutescens
Chaetomium murimi
Chaetomium niduloides
Chaetomium nigrosporum
Chaetomium pachypodum
Chaetomium pulveracea
Chaetomium quadoclown
Chaetomium rubrum
Chaetopappa sp
Chaetophlepsis eudryae
Chaetophleps setosa
Chaetophoma confluene
Chaetophoma confluens
Chaetophoma osperium
Chaetophoma phaestroma
Chaetophomella setigera
Chaetoplagia analis
Chaetopleura sp
Chaetopsis flavovirens
Chaetorellia undosa
Chaetosiphon jacobi
Chaetosphaeria ferruginea
Chaetostroma maculans
Chaetostroma rosellum
Chaetothyrium arbutifolia
Chaetothyrium roseosporium
Chaetotyphula hyalinospora
Chaetozone chaetosa
Chaetozone sp
Chaetura gigantea
Chaetura nitila
Chagasella ganapatii
Chagasella gibbsi
Chagasella hartmanni
Chaitophorus albus
Chaitophorus crucis
Chaitophorus eoessigi
Chaitophorus longipes
Chaitophorus macgillivrayae
Chaitophorus macrostachyae
Chaitophorus minutus
Chaitophorus monelli
Chaitophorus nassonowi
Chaitophorus neglectus
Chaitophorus nigrae
Chaitophorus nigricentrus
Chaitophorus nodulosus
Chaitophorus nudus
Chaitophorus pallipes
Chaitophorus populialbae
Chaitophorus populifoliae
Chaitophorus populifolii
Chaitophorus pusillus
Chaitophorus pustulatus
Chaitophorus salicicola
Chaitophorus salicicortis
Chaitophorus saliciniger
Chaitophorus stevensis
Chaitophorus utahensis
Chaitophorus viminicola
Chalceopla sedella
Chalceria heteronea
Chalceria rubida
Chalcomyia aerea
Chalcophora angulicollis
Chalcophora fortis
Chalcophora georgiana
Chalcophora liberta
Chalcophorella campestris
Chalcosyrphus curvarius
Chalcosyrphus nigra
Chalicodoma albocristata
Chalicodoma disjunctiformis
Chalicodoma ericetorum
Chalicodoma hungarica
Chalicodoma lefebvrei
Chalicodoma manicata
Chalicodoma montenegrensis
Chalicodoma muraria
Chalicodoma pyrenaica
Chalicodoma sculpturalis
Chalicodoma ustulatum
Chalinolobus gouldii
Chalioides kondonis
Chalodeta nemesis
Chalybion caeruleum
Chalybion omissum
Chamaeangis gabonensis
Chamaeangis spiralis
Chamaebatia millefolium
Chamaecrista belemii
Chamaecrista glandulosa
Chamaecrista nictitans
Chamaecyparis japonica
Chamaecyparis obtusa
Chamaedaphne cassandre
Chamaedorea cataractarum
Chamaedorea erumpens
Chamaedorea monumentum
Chamaedorea seifrizii
Chamaelaucium ciliatum
Chamaelaucium sp
Chamaelaucium uncinatum
Chamaepora rumicis
Chamaerops humilis
Chamaerops italica
Chamaesaracha coronopus
Chamaesaracha sp
Chamaesphecia chrysoneura
Chamaesphecia diabarensis
Chamaesphecia jitkae
Chamaesphecia kistenjovi
Chamaesphecia schwingenschussi
Chamaesphecia sogdianica
Chamaesyce dentata
Chamaesyce sp
Chamaesyce spp
Chamaesyce stricticaulis
Chama pacifica
Chambriella paranaensis
Chameleon chameleon
Chameleon senegalensis
Chameleon senegalinses
Chameleon sinegalensis
Chamerion augustifolium
Chamerion exaltatum
Champsocephalus wilsoni
Channa asiatica
Chaoborid larvae
Chaoborus larvae
Chaoborus pupa
Chapinia mjoebergi
Chapinia yolde
Chapra mathias
Chapuisia nitida
Chapuisia usambarica
Characidotrema brevipenis
Characidotrema elongata
Characidotrema nursei
Characidotrema regia
Characidotrema spiropenis
Characithecium costaricensis
Charadriiformes fuscus
Charadrius australis
Charadrius bicinctus
Charadrius didominicus
Charadrius dominicus
Charadrius inconspicuus
Charadrius pyrrhothorax
Charadrius sp
Charadrius venustus
Charaeas graminis
Charaxes galleyanus
Charaxes saperanus
Charaxes sempronius
Charaxes teissieri
Charcharias obscurus
Chardonia velutina
Charidea homochroa
Charidotella scapularis
Charidotella vitreata
Charidryas gabbii
Charidryas neumoegeni
Charidryas nycteis
Charidryas palla
Charips dolichocerus
Charips longicornis
Charitonetta albeola
Charitopus eristoi
Charonina hippopotami
Charpentiera obovata
Charpentiera stem
Chartergus chartarius
Chartocerus yunnanensis
Chassalia bipindensis
Chassalia coriacea
Chassalia cupularis
Chassalia laikomensis
Chassalia petrinensis
Chassalia pteropetala
Chassalia simplex
Chassalia subochreata
Chassalia zenkeri
Chaulelasmus strepera
Chauliodontid larvae
Chauliognathus americanus
Chauliognathus scriptus
Chauna cristata
Chaunax abei
Chaunax pictus
Cheilanthes sp
Cheilichthys annulatus
Cheiloneurus americanus
Cheiloneurus caesar
Cheiloneurus daghestanicus
Cheiloneurus pistaciae
Cheiloneurus sinensis
Cheiloneurus vanpoetereni
Cheilosia captalis
Cheilosia fulvipes
Cheilosia nigripes
Cheilosia nitescens
Cheilosia psilophthalma
Cheilosia pubera
Cheilosia sialia
Cheilosia slossonae
Cheilosia tristis
Cheilospirura contorta
Cheiracanthus robustus
Cheiracanthus socialis
Cheirodendron babylonica
Cheirodendron bark
Cheirodendron fauriei
Cheirodendron leaves
Cheirodendron oahuense
Cheirodendron stem
Cheirogaleus medium
Cheiropachus phytolaccae
Cheiropachus pulchellus
Cheirostylis divinavarochyrae
Chelaner antarcticum
Chelaner antarcticus
Chelanops dentatus
Chelanops oblongus
Chelanops virginnae
Chelaria gibbosella
Chelidon erythrogaster
Chelidonium majalis
Chelidonium major
Chelidura albipennis
Chelona viride
Chelone obliqua
Chelonia viridis
Chelonus sp
Chelopistes diversus
Chelopus guttatus
Chelorrhina savagei
Chelostoma appendiculatum
Chelostoma californicum
Chelostoma emarginatum
Chelostoma foveolatum
Chelostoma hellenicum
Chelostoma minutum
Chelostoma occidentalis
Chelostoma phaceliae
Chelostoma rapunculi
Chelostoma transversum
Chelostomoides rufimanus
Chelymorpha argus
Chelymorpha variabilis
Chelynia foederalis
Chen hyperborius
Chenoderus testaceus
Chenopodiaceae sp
Chenopodium alba
Chenopodium allium
Chenopodium atrovirens
Chenopodium auricomum
Chenopodium berlandieri
Chenopodium bonus
Chenopodium capitatum
Chenopodium foliosum
Chenopodium hybridium
Chenopodium insidiosum
Chenopodium murialis
Chenopodium nitrariaceum
Chenopodium oahuense
Chenopodium p
Chenopodium sandwichensis
Chenopodium sp
Chenopodium spp
Chenopodium watsonii
Chevreuxia reuduta
Chicorium intybus
Chilades lajus
Chilades pandava
Chilades parrhasius
Chilades peripatria
Chileana cyanea
Chilena proxima
Chile plant
Chilia brachecta
Chilidonias nigra
Chilocorus bijugus
Chilocorus bivulnerus
Chilocorus calvus
Chilocorus discoideus
Chilocorus distigma
Chilocorus dohrni
Chilocorus dohrnii
Chilocorus melanophthalmus
Chilocorus midas
Chilocorus sexmaculatus
Chilocorus simoni
Chilo cyprini
Chilo ignefusalis
Chilo incertulas
Chilomastix bettencourti
Chilomastix caulleryi
Chilomycterus reticulatus
Chilonectria inaurata
Chilon troscheli
Chilonycteris parnelli
Chilopsis sp
Chilotraea auricilia
Chilotraea infuscatella
Chilotraea zonella
Chimaera phantasma
Chimaericola multitesticulatus
Chimarra atterima
Chimarrha marginata
China aster
Chincha hudsonius
Chinchilla low
Chindongo ater
Chindongo cyaneus
Chindongo elongatus
Chindongo flavus
Chindongo heteropictus
Chindongo longior
Chindongo minutus
Chinesocerca tonkinensis
Chiogenes canadensis
Chionanthus foveolatus
Chionanthus retusa
Chionanthus virginia
Chionaspis brachycephalon
Chionaspis caryae
Chionaspis ekbergiae
Chionaspis gilli
Chionaspis hamoni
Chionaspis minor
Chionaspis rotundiloba
Chionaspis senegalensis
Chionaspis styracis
Chionaspis triformis
Chione californiensis
Chionis minor
Chionochloa sulcata
Chionochloa sulcate
Chionodes bibo
Chionodes ludio
Chionodes parens
Chionodes raspyon
Chiranthodendron sp
Chirida signifera
Chiridota weddellensis
Chirocephalus bundyi
Chironectes panamaensis
Chironectes panamensis
Chironia sp
Chironomidae larvae
Chironomidae pupa
Chironomidae pupae
Chironomid larva
Chironomid larvae
Chironomid pupa
Chironomid pupae
Chironomids larvae
Chironomus brevibucca
Chironomus larvae
Chironomus paraplumosus
Chironomus salinarius
Chironomus semireductus
Chiroscelis digitata
Chiroteuthis laticaudus
Chiroteuthis sp
Chirotherium eyermani
Chirotherium parvum
Chitoria sordida
Chlaenites aruwinius
Chlamisus cribripennis
Chlamisus gibbosus
Chlamisus japonicus
Chlamisus plicatus
Chlamisus spilota
Chlamydatus artemisiae
Chlamydatus associatus
Chlamydatus brevicornis
Chlamydatus keltoni
Chlamydatus monilipes
Chlamydatus obliquus
Chlamydatus pulicarius
Chlamydatus schuhi
Chlamydatus suavis
Chlamydatus uniformis
Chlamys gibbosa
Chlamys groenlandicus
Chlamys novaezelandiae
Chlamys plicata
Chloephora bicolorana
Chloralictus albipennis
Chloralictus cressonii
Chloralictus foveolatus
Chloralictus illinoensis
Chloralictus nymphaearum
Chloralictus obscurus
Chloralictus smilacinae
Chloralictus sparsus
Chloralictus testaceus
Chloralictus versatus
Chloralictus zephyrus
Chlorichthys bifasciatus
Chloridea dipsacea
Chloridea obsoleta
Chloridium consortiale
Chlorion caeruleum
Chlorion pensylvanicus
Chloris officinalis
Chloris petraea
Chloris roxburghiana
Chloris sp
Chlorobrachycoma versicolor
Chlorochroa congrua
Chlorochroa faceta
Chlorochroa granulosa
Chlorochroa kanei
Chlorochroa ligata
Chlorochroa opuntiae
Chlorochroa rossiana
Chlorochroa sayi
Chlorochroa uhleri
Chlorociboria brasiliensis
Chlorociboria chlora
Chloroclysta siterata
Chloroclysta truncata
Chlorocodon wightii
Chlorocoris atrispinus
Chlorodontopera ocellata
Chlorogalum pomeria
Chloroleucon flexicaulis
Chlorophyta filament
Chloropidae unspecified
Chloropisca notata
Chlorops approximatinervis
Chlorops cucurbitae
Chloropsis cochinchinensis
Chloropsis sonnerati
Chlorops proxima
Chlorops pulverea
Chlorops tarsata
Chlorops theae
Chloropulvinaria urbicola
Chloroscombrus ensiferus
Chloroselas pseudozeritis
Chlorosplenium jacksonii
Chlorosplenium virens
Chlorostilbon aureoventris
Chlorostilbon canivetii
Chlorostilbon lucidus
Chlorostilbon maugeus
Chlorurus chlorurus
Chlumetia quangxiensis
Chnootriba elaterii
Choanephora homothallica
Choanotaenia galbulae
Choanotaenia gambiensis
Choanotaenia musculosa
Choanotaenia parina
Choanotaenia passerina
Choanotaenia peromysci
Choanotaenia porosa
Choanotaenia ratticola
Choanotaenia spermophili
Choanotaenia taylori
Choaspes hemixanthus
Choaspes plateni
Choaspes subcaudata
Choaspes xanthopogon
Choelopus didactylus
Choerostrongylus pudendotectus
Choledocystus incurvatum
Choledocystus vitellinophilum
Choleoeimeria burseyi
Choleoeimeria fischeri
Choleoeimeria goldbergi
Choleoeimeria steveuptoni
Choleopus hoffmani
Chondrilla inncea
Chondrilla ramosissima
Chondrula septemdentata
Chone sp
Chorebus sp
Choretrum glomeratum
Choretrum spicatum
Choreutis bjerkandrella
Choreutis japonica
Choricotyle peruensis
Chorioptes cuniculi
Choriotis kori
Chorispora sp
Choristoneura crataegana
Choristoneura fumiferana
Choristoneura houstonana
Chorizanthe b
Chorizanthe sp
Chorthippus sp
Christiana africa
Chromatomyia fuscula
Chromatomyia platensis
Chromis chrysura
Chromis enchrysura
Chromis insolata
Chromis notata
Chromis scotti
Chromis xanthura
Chromocreopsis doliispora
Chromosporium ludovicianum
Chroococcus turgidus
Chrozophora brochiana
Chrysanthemoides incana
Chrysanthemoides monilifera
Chrysanthemoides sp
Chrysanthemum balsamita
Chrysanthemum chineense
Chrysanthemum chinense
Chrysanthemum coronarium
Chrysanthemum dimorphotheca
Chrysanthemum floncultural
Chrysanthemum flowers
Chrysanthemum giganteum
Chrysanthemum integrifolium
Chrysanthemum maximum
Chrysanthemum sp
Chrysanthrax mira
Chrysarthia viatica
Chrysemys guttatus
Chrysemys scalrae
Chrysemys soabra
Chryserpes striatus
Chrysididae unspecified
Chrysis analis
Chrysis anomala
Chrysis archboldi
Chrysis coloradica
Chrysis cyanea
Chrysis densa
Chrysis derivata
Chrysis derivate
Chrysis dorsalis
Chrysis incisa
Chrysis intricata
Chrysis krombeini
Chrysis laetabilis
Chrysis texana
Chrysis verna
Chrysobalanus icaco
Chrysobalanus oblongifolius
Chrysobothris aerea
Chrysobothris axillaris
Chrysobothris bacchari
Chrysobothris beyeri
Chrysobothris bimarginicollis
Chrysobothris blanchardi
Chrysobothris breviloba
Chrysobothris carinipennis
Chrysobothris caurina
Chrysobothris chalcophoroides
Chrysobothris chrysoela
Chrysobothris contigua
Chrysobothris cuprascens
Chrysobothris cyanella
Chrysobothris debilis
Chrysobothris deleta
Chrysobothris dentipes
Chrysobothris dolata
Chrysobothris edwardsii
Chrysobothris exesa
Chrysobothris falli
Chrysobothris gemmata
Chrysobothris harrisii
Chrysobothris ignicollis
Chrysobothris juniperinus
Chrysobothris laricis
Chrysobothris lecontei
Chrysobothris lilaceous
Chrysobothris lucana
Chrysobothris ludificata
Chrysobothris mali
Chrysobothris mastersii
Chrysobothris merkelii
Chrysobothris monticola
Chrysobothris nana
Chrysobothris nixa
Chrysobothris octocola
Chrysobothris petersoni
Chrysobothris pseudotsugae
Chrysobothris pubescens
Chrysobothris saundersii
Chrysobothris scabripennis
Chrysobothris scitula
Chrysobothris serripes
Chrysobothris sexsignata
Chrysobothris subsimilis
Chrysobothris succedanea
Chrysobothris sylvania
Chrysobothris texana
Chrysobothris tranquebarica
Chrysobothris trinervia
Chrysobothris verdigripennis
Chrysobothris viridicyanea
Chrysocarabus punctatoauratus
Chrysocephalum apiculatum
Chrysocharis cimbicis
Chrysocharis costalimai
Chrysocharis gallicola
Chrysoclista lariella
Chrysocoma cotula
Chrysocoris javanus
Chrysocraspeda lateritica
Chrysodema lewisii
Chrysogaster nigripes
Chrysolagria arthritica
Chrysolagria basicornis
Chrysolagria ituriensis
Chrysolagria metallica
Chrysolagria rothschildi
Chrysolampus adiyamanus
Chrysolampus akcakalenus
Chrysolampus besnilus
Chrysolampus pazarcikus
Chrysolepis chrysophylla
Chrysolepis fastigiata
Chrysolina aurata
Chrysolina montana
Chrysolina opulenta
Chrysomalla sekilica
Chrysomela collaris
Chrysomela decemlineata
Chrysomela fastuosa
Chrysomela pulchra
Chrysomela serialis
Chrysomela similis
Chrysomela vigintipunctata
Chrysomelidae larvae
Chrysomelidae unspecified
Chrysomphalus fenebricosus
Chrysomphalus smilacis
Chrysomya aenea
Chrysomya dux
Chrysomya macellaria
Chrysomya pinguis
Chrysomyxa abrietina
Chrysonotomyia costaricana
Chrysonotomyia livida
Chrysonotomyia tekensis
Chrysonotomyia turkmenica
Chrysonotomyia varicolor
Chrysopeleia ostryaeella
Chrysoperla lacciperda
Chrysophanus helloides
Chrysophanus rubidus
Chrysophanus sirius
Chrysophanus thoe
Chrysophrys phagrosomi
Chrysophyllum boivinianum
Chrysophyllum cainitillo
Chrysophyllum delvoyi
Chrysophyllum gorungosanum
Chrysophyllum mexicanum
Chrysophyllum oliviforme
Chrysophyllum perrieri
Chrysophyllum rwandense
Chrysophyllum subnudum
Chrysophyllum viridifolium
Chrysopidae unspecified
Chrysopoctonus rileyi
Chrysopogon aciculatus
Chrysopogon fallax
Chrysopogon sp
Chrysopsis nervosa
Chrysopsis oregana
Chrysops pictus
Chrysoptilus punctigula
Chrysoritis braueri
Chrysoritis midas
Chrysoritis natalensis
Chrysoritis pan
Chrysoritis perseus
Chrysoritis plutus
Chrysoritis rileyi
Chrysoritis swanepoeli
Chrysoritis trimeni
Chrysoritis turneri
Chrysoritis uranus
Chrysoritis zeuxo
Chrysoritis zonarius
Chrysothamnus alba
Chrysothamnus frigidus
Chrysothamnus graveolens
Chrysothamnus greenei
Chrysothamnus lanceolatus
Chrysothamnus paniculata
Chrysothamnus parryi
Chrysothamnus sp
Chrysothamnus stenophyllus
Chrysothamnus unknown
Chrysothamnus viscidiflorus
Chrysothamnus vulgaris
Chrysotoxum bicinetum
Chrysotoxum fasciatum
Chrysotoxum integrum
Chrysotoxum sp
Chrysotoxum upsilon
Chrysotoxum ventricosum
Chrysotus sp
Chrysozephyrus birupa
Chrysozephyrus chinensis
Chrysozephyrus disparatus
Chrysozephyrus hisamatsusanus
Chrysozephyrus kabrua
Chrysozephyrus linae
Chrysozephyrus mushaellus
Chrysozephyrus nishikaze
Chrysozephyrus rarasanus
Chrysozephyrus watsoni
Chrysozephyrus yuchingkinus
Chrysura pacifica
Chthonius longipalpus
Chthonius spinosus
Chunrocerus niveosparsus
Chusquea longifolia
Chylizosoma medium
Chytranthus angustifolius
Chytranthus gillettii
Chytranthus sp
Ciboria bifrons
Ciboria conigena
Ciboria eleocharidis
Ciboria foliicola
Ciboria marchica
Ciboria nebulosa
Ciboria nyssicola
Ciboria violascens
Ciborinia amentacea
Ciborinia gemmincola
Cibotium fronds
Cicada orni
Cicadellidae unspecified
Cicadula sexnotata
Cichlasoma amazonarum
Cichlasoma bimaculatum
Cichlasoma salvini
Cichlasoma urophthalmus
Cichlidogyrus sp
Cichorium endiva
Cichorium intylotts
Cichorium invictus
Cichorium jutybus
Cicinnobella mangiferae
Cicinnus melsheimeri
Cicinobolus quisqualis
Ciconia alba
Ciconia argala
Ciconiphilus boisduvali
Ciconiphilus castaneus
Ciconiphilus cingulatus
Ciconiphilus decimfasciatus
Ciconiphilus doriabagla
Ciconiphilus femoratus
Ciconiphilus importunus
Ciconiphilus laticeps
Ciconiphilus maculipes
Ciconiphilus nyctardis
Ciconiphilus obscurus
Ciconiphilus pectinatus
Ciconiphilus pectiniventris
Ciconiphilus planiceps
Ciconiphilus sphenorhynchus
Ciconiphilus sulcatus
Ciconiphilus tamamurensis
Ciconiphilus tantali
Ciconiphilus veratrus
Cicuta onaculata
Cidaria alternata
Cidaria bilineata
Cidaria didymata
Cidaria ocellata
Cidaria variata
Cidarius cidarius
Ciferriomyces psychotriae
Cigaritis acamas
Cigaritis homeyeri
Cigaritis nairobiensis
Cigaritis nyassae
Cigaritis victoriae
Ciidae unspecified
Ciliciopodium pinea
Cimicifuga acerina
Cimicifuga simplex
Cimifuga racemosa
Cinara annosa
Cinara australi
Cinara australis
Cinara azteca
Cinara costata
Cinara louisianensis
Cinara sabinae
Cinchona pubescens
Cineraria tomentolanata
Cinnamomum cassia
Cinnamomum doederleinii
Cinnamomum iners
Cinnamomum japonicum
Cinnamomum oliveri
Cinnamomum sieboldii
Cinnamomum umbellariae
Cinnamomum zeylanicum
Cintractia amplexa
Cintractia andersonii
Cintractia capillaris
Cintractia fici
Cintractia lasiocarpae
Cintractia melanogramma
Cintractia mullerii
Cintractia oryzae
Cintractia paniceae
Cintractia portus
Cintractia rupestris
Cintractia spermophora
Cinyra gracilipes
Cinyra prosternalis
Cionus zonovi
Cipris cirripedia
Circaea aljema
Circaea lutltiaum
Circaea sp
Circaea sutetiaua
Circia alpina
Circus assimilis
Circus phasianellus
Circus pygargus
Circus rufus
Circus sp
Circus undulatus
Cirina amandinacea
Cirolana sp
Cirphis cholica
Cirphis humidicola
Cirphis latiuscula
Cirphis unipuncta
Cirrhitus virulatus
Cirripedia larvae
Cirripedian cirri
Cirriped tentacles
Cirroedia ambusta
Cirrophthirius inexpectata
Cirrophthirius pileus
Cirrophthirius recurvirostrae
Cirrospilus coleophorae
Cirrospilus coracipennellae
Cirrospilus habachi
Cirrospilus longstigmae
Cirrospilus mimsalatis
Cirrospilus scapus
Cirsium acanthoides
Cirsium brevicaule
Cirsium brevistylum
Cirsium californium
Cirsium canadense
Cirsium canadensis
Cirsium canescens
Cirsium crassicaule
Cirsium crispus
Cirsium effusum
Cirsium eriolepidis
Cirsium filipendulum
Cirsium flower
Cirsium heracleum
Cirsium lanceolata
Cirsium laskerianum
Cirsium microspicatum
Cirsium mohavense
Cirsium nipponica
Cirsium nuttallii
Cirsium ochrocentrum
Cirsium odoratum
Cirsium on
Cirsium pratensis
Cirsium punctiformis
Cirsium sieboldii
Cirsium sp
Cirsium spinosiss
Cirsium spp
Cirsium suaveolens
Cirsium subcoriaceum
Cirsium suffultum
Cirsium wheeleri
Cirus rufus
Cissa caerulea
Cissa caesulae
Cissilopha yucatanica
Cissus ana
Cissus antarctica
Cissus campment
Cissus cisyoides
Cissus coursii
Cissus densiflora
Cissus dinklagei
Cissus leonardii
Cissus lise
Cissus oliveri
Cissus oreophila
Cissus populnea
Cissus producta
Cissus rhombifolia
Cissus rufescens
Cissus sicycoides
Cissus sp
Cissus sterculifolius
Cissus striata
Cissus trifoliata
Cissus vogeliihook
Cistella epihysteria
Cisthene nexa
Cistina plum
Cistogaster occidua
Cistus clusii
Cistus crispus
Cistus heterophyllus
Cistus hirsutus
Cistus ladaniferus
Cistus ladenifer
Cistus libanotis
Cistus rosmarinifolius
Cistus vaginatus
Cistus villosus
Citellinema spermophila
Citellophilus lebedewi
Citellophilus transcaucasicus
Citellophilus trispinus
Citellophilus ullus
Citellus beechevi
Citellus bucheyi
Citellus columbianus
Citellus elegans
Citellus franklini
Citellus franklinii
Citellus grammurus
Citellus harrissi
Citellus lateralis
Citellus leucurus
Citellus leucurys
Citellus leueurus
Citellus major
Citellus mollis
Citellus obsoletus
Citellus oregonus
Citellus richardrsonii
Citellus teraticaudus
Citellus tereticaudus
Citellus townendi
Citellus townsendi
Citellus tridecelineatus
Citellus tridecimlineatus
Citellus tridic
Citellus undulatus
Citellus variegatus
Citharexylum integerrimum
Citharexylum macradenium
Citharexylum mirianthum
Citharexylum myrianthum
Citrus aurantiaca
Citrus australis
Citrus decumbens
Citrus erythrosa
Citrus glauca
Citrus hotokan
Citrus hybrid
Citrus kunguat
Citrus limonum
Citrus medioglobosa
Citrus microcarpa
Citrus mitis
Citrus scales
Citrus sp
Citrus suhoiensis
Citrus tachibana
Citrus tobira
